Índice,Fecha,Equipo Local,Resultado,Equipo Visitante,Marcador,Tipo,Cómo,Competición,Camiseta,Minuto,Video
899,7-3-2026,DC United,1-2,Inter Miami CF,0-2,Gol de campo,Pie Izquierdo,Major League Soccer,10,27,https://www.youtube.com/watch?v=ilsqlJKSkJY
898,1-3-2026,Orlando City,2-4,Inter Miami CF,2-4,Tiro libre,Pie izquierdo,Major League Soccer,10,90,https://www.youtube.com/watch?v=0C0vEis_nJE
897,1-3-2026,Orlando City,2-4,Inter Miami CF,2-2,Gol de campo,Pie izquierdo,Major League Soccer,10,57,https://www.youtube.com/watch?v=PSDtsjIe3pQ
896,23-11-2025,FC Cincinnati,0-4,Inter Miami CF,0-1,Gol de campo,Cabeza,Major League Soccer Play Offs,10,19,https://www.youtube.com/watch?v=NSY2GJg_U-E
895,14-11-2025,Angola,0-2,Argentina,0-2,Gol de campo,Pie izquierdo,Amistoso Internacional,10,82,https://www.youtube.com/watch?v=i-IwmtnZS9g
894,08-11-2025,Inter Miami CF,4-0,Nashville SC,2-0,Gol de campo,Pie izquierdo,Major League Soccer Play Offs,10,39,https://www.youtube.com/watch?v=W-4J53FCL48
893,08-11-2025,Inter Miami CF,4-0,Nashville SC,1-0,Gol de campo,Pie izquierdo,Major League Soccer Play Offs,10,10,https://www.youtube.com/watch?v=CSyhh9pD_VA
892,01-11-2025,Nashville SC,2-1,Inter Miami CF,2-1,Gol de campo,Pie izquierdo,Major League Soccer Play Offs,10,90,https://www.youtube.com/watch?v=T4z2yBPFpn4
891,24-10-2025,Inter Miami CF,3-1,Nashville SC,3-0,Gol de campo,Pie izquierdo,Major League Soccer Play Offs,10,90+6,https://www.youtube.com/watch?v=lJr5zR6wamY
890,24-10-2025,Inter Miami CF,3-1,Nashville SC,1-0,Gol de campo,Cabeza,Major League Soccer Play Offs,10,19,https://www.youtube.com/watch?v=Q0VWkElbgVE
889,18-10-2025,Nashville SC,2-5,Inter Miami CF,2-4,Gol de campo,Pie izquierdo,Major League Soccer,10,81,https://www.youtube.com/watch?v=9o9P-lGY5Gw
888,18-10-2025,Nashville SC,2-5,Inter Miami CF,2-2,Penal,Pie izquierdo,Major League Soccer,10,63,https://www.youtube.com/watch?v=sA5YvQvfiGs
887,18-10-2025,Nashville SC,2-5,Inter Miami CF,0-1,Gol de campo,Pie izquierdo,Major League Soccer,10,35,https://www.youtube.com/watch?v=y0CSUUFM3A4
886,11-10-2025,Inter Miami CF,4-0,Atlanta United FC,4-0,Gol de campo,Pie izquierdo,Major League Soccer,10,87,https://www.youtube.com/watch?v=A29eKG_OkcE
885,11-10-2025,Inter Miami CF,4-0,Atlanta United FC,1-0,Gol de campo,Pie izquierdo,Major League Soccer,10,39,https://www.youtube.com/watch?v=9FUfXoUIWL0
884,24-09-2025,New York City FC,0-4,Inter Miami CF,0-4,Gol de campo,Pie derecho,Major League Soccer,10,86,https://www.youtube.com/watch?v=NQylGAOkai8
883,24-09-2025,New York City FC,0-4,Inter Miami CF,0-2,Gol de campo,Pie izquierdo,Major League Soccer,10,74,https://www.youtube.com/watch?v=Cd_oIXruWDg
882,20-09-2025,Inter Miami CF,3-2,D.C. United,3-1,Gol de campo,Pie izquierdo,Major League Soccer,10,85,https://www.youtube.com/watch?v=p-nNAmoh3eY
881,20-09-2025,Inter Miami CF,3-2,D.C. United,2-1,Gol de campo,Pie izquierdo,Major League Soccer,10,66,https://www.youtube.com/watch?v=LsLbyYsVgSY
880,16-09-2025,Inter Miami CF,3-1,Seatlle Sounders,2-0,Gol de campo,Pie izquierdo,Major League Soccer,10,41,https://www.youtube.com/watch?v=SsX-XmJ2-SQ
879,04-09-2025,Argentina,3-0,Venezuela,3-0,Gol de campo,Pie izquierdo,Eliminatorias Mundial 2026,10,80,https://www.youtube.com/watch?v=-gGCUVVmRKw
878,04-09-2025,Argentina,3-0,Venezuela,1-0,Gol de campo,Pie izquierdo,Eliminatorias Mundial 2026,10,39,https://www.youtube.com/watch?v=VdS47eWrtGg
877,27-08-2025,Inter Miami CF,3-1,Orlando City,2-1,Gol de campo,Pie izquierdo,NAMLeagues Cup,10,88,https://www.youtube.com/watch?v=LqhYrJYny_Q
876,27-08-2025,Inter Miami CF,3-1,Orlando City,1-1,Penal,Pie izquierdo,NAMLeagues Cup,10,77,https://www.youtube.com/watch?v=DLOK1hG4SGg
875,16-08-2025,Inter Miami CF,3-1,Los Angeles Galaxy,2-1,Gol de campo,Pie izquierdo,Major League Soccer,10,84,https://www.youtube.com/watch?v=ekjTaOJnfXM
874,19-07-2025,New York Red Bulls,1-5,Inter Miami CF,1-5,Gol de campo,Pie izquierdo,Major League Soccer,10,75,https://www.youtube.com/watch?v=XhztBxRtynM
873,19-07-2025,New York Red Bulls,1-5,Inter Miami CF,1-4,Gol de campo,Pie izquierdo,Major League Soccer,10,60,https://www.youtube.com/watch?v=oJjuQeATcVE
872,12-07-2025,Inter Miami CF,2-1,Nashville SC,2-1,Gol de campo,Pie izquierdo,Major League Soccer,10,62,https://www.youtube.com/watch?v=xo3SQ5du460
871,12-07-2025,Inter Miami CF,2-1,Nashville SC,1-0,Tiro libre,Pie izquierdo,Major League Soccer,10,17,https://www.youtube.com/watch?v=PSuH17wHyX8
870,09-07-2025,New England Revolution,1-2,Inter Miami CF,0-2,Gol de campo,Pie izquierdo,Major League Soccer,10,38,https://www.youtube.com/watch?v=VQU72VLneWg
869,09-07-2025,New England Revolution,1-2,Inter Miami CF,0-1,Gol de campo,Pie izquierdo,Major League Soccer,10,27,https://www.youtube.com/watch?v=dN8RyWKgNQ8
868,05-07-2025,CF Montreal,1-4,Inter Miami CF,1-4,Solo run,Pie izquierdo,Major League Soccer,10,62,
867,05-07-2025,CF Montreal,1-4,Inter Miami CF,1-2,Gol de campo,Pie izquierdo,Major League Soccer,10,40,
866,19-06-2025,Inter Miami CF,2-1,FC Porto,2-1,Tiro libre,Pie izquierdo,WCTFIFA Club World Cup,10,54,https://www.youtube.com/watch?v=36ItUBMn7oM
865,31-05-2025,Inter Miami CF,5-1,Columbus Crew,3-0,Gol de campo,Pie izquierdo,Major League Soccer,10,24,https://www.youtube.com/watch?v=9aKoYuUsGHU
864,31-05-2025,Inter Miami CF,5-1,Columbus Crew,2-0,Gol de campo,Pie izquierdo,Major League Soccer,10,15,https://www.youtube.com/watch?v=LqpfxYTDEpI
863,28-05-2025,Inter Miami CF,4-2,CF Montreal,4-1,Gol de campo,Pie izquierdo,Major League Soccer,10,87,
862,28-05-2025,Inter Miami CF,4-2,CF Montreal,1-0,Gol de campo,Pie izquierdo,Major League Soccer,10,27,
861,24-05-2025,Philadelphia Union,3-3,Inter Miami CF,3-2,Tiro libre,Pie izquierdo,Major League Soccer,10,87,https://www.youtube.com/watch?v=jpdpWK3kQpk
860,10-05-2025,Minnesota United FC,4-1,Inter Miami CF,2-1,Gol de campo,Pie izquierdo,Major League Soccer,10,48,
859,03-05-2025,Inter Miami CF,4-1,New York Red Bulls,4-1,Gol de campo,Pie izquierdo,Major League Soccer,10,67,
858,09-04-2025,Inter Miami CF,3-1,Los Angeles FC,3-1,Penal,Pie izquierdo,NAMConcacaf Champions Cup,10,84,https://www.youtube.com/watch?v=Zkmc0hPhCMU
857,09-04-2025,Inter Miami CF,3-1,Los Angeles FC,1-1,Gol de campo,Pie izquierdo,NAMConcacaf Champions Cup,10,35,
856,06-04-2025,Inter Miami CF,1-1,Toronto FC,1-1,Gol de campo,Pie izquierdo,Major League Soccer,10,45+5,
855,29-03-2025,Inter Miami CF,2-1,Philadelphia Union,2-0,Gol de campo,Pie derecho,Major League Soccer,10,57,
854,16-03-2025,Atlanta United FC,1-2,Inter Miami CF,1-1,Gol de campo,Pie izquierdo,Major League Soccer,10,20,
853,13-03-2025,Cavalier F.C.,0-2,Inter Miami CF,0-2,Gol de campo,Pie izquierdo,NAMConcacaf Champions Cup,10,90+2,
852,25-02-2025,Inter Miami CF,3-1,Sporting Kansas City,1-0,Gol de campo,Pie izquierdo,NAMConcacaf Champions Cup,10,19,
851,19-02-2025,Sporting Kansas City,0-1,Inter Miami CF,0-1,Gol de campo,Pie derecho,NAMConcacaf Champions Cup,10,56,
850,09-11-2024,Inter Miami CF,2-3,Atlanta United FC,2-2,Gol de campo,Cabeza,Major League Soccer Play Offs,10,65,
849,19-10-2024,Inter Miami CF,6-2,New England Revolution,6-2,Gol de campo,Pie izquierdo,Major League Soccer,10,89,
848,19-10-2024,Inter Miami CF,6-2,New England Revolution,5-2,Gol de campo,Pie izquierdo,Major League Soccer,10,81,
847,19-10-2024,Inter Miami CF,6-2,New England Revolution,4-2,Gol de campo,Pie izquierdo,Major League Soccer,10,78,
846,15-10-2024,Argentina,6-0,Bolivia,6-0,Gol de campo,Pie izquierdo,Eliminatorias Mundial 2026,10,86,https://www.youtube.com/watch?v=-1RPcpaJsYg
845,15-10-2024,Argentina,6-0,Bolivia,5-0,Gol de campo,Pie derecho,Eliminatorias Mundial 2026,10,84,https://www.youtube.com/watch?v=-1RPcpaJsYg
844,15-10-2024,Argentina,6-0,Bolivia,1-0,Gol de campo,Pie izquierdo,Eliminatorias Mundial 2026,10,19,https://www.youtube.com/watch?v=-1RPcpaJsYg
843,02-10-2024,Columbus Crew,2-3,Inter Miami CF,0-2,Tiro libre,Pie izquierdo,Major League Soccer,10,45+5,
842,02-10-2024,Columbus Crew,2-3,Inter Miami CF,0-1,Gol de campo,Pie izquierdo,Major League Soccer,10,45,
841,29-09-2024,Inter Miami CF,1-1,Charlotte FC,1-1,Gol de campo,Pie izquierdo,Major League Soccer,10,67,
840,15-09-2024,Inter Miami CF,3-1,Philadelphia Union,2-1,Gol de campo,Pie izquierdo,Major League Soccer,10,30,
839,15-09-2024,Inter Miami CF,3-1,Philadelphia Union,1-0,Gol de campo,Pie derecho,Major League Soccer,10,26,
838,09-07-2024,Argentina,2-0,Canada,2-0,Gol de campo,Pie izquierdo,CPACopa América 2024,10,51,
837,14-06-2024,Guatemala,1-4,Argentina,1-4,Gol de campo,Pie izquierdo,Amistoso Internacional,10,77,
836,14-06-2024,Guatemala,1-4,Argentina,1-1,Gol de campo,Pie izquierdo,Amistoso Internacional,10,12,
835,01-06-2024,Inter Miami CF,3-3,St. Louis City,1-1,Gol de campo,Pie izquierdo,Major League Soccer,10,25,
834,29-05-2024,Inter Miami CF,1-3,Atlanta United FC,1-1,Gol de campo,Pie izquierdo,Major League Soccer,10,62,
833,04-05-2024,Inter Miami CF,6-2,New York Red Bulls,2-1,Gol de campo,Pie izquierdo,Major League Soccer,10,50,
832,27-04-2024,New England Revolution,1-4,Inter Miami CF,1-2,Gol de campo,Pie izquierdo,Major League Soccer,10,67,
831,27-04-2024,New England Revolution,1-4,Inter Miami CF,1-1,Gol de campo,Pie izquierdo,Major League Soccer,10,32,
830,20-04-2024,Inter Miami CF,3-1,Nashville SC,3-1,Penal,Pie izquierdo,Major League Soccer,10,81,
829,20-04-2024,Inter Miami CF,3-1,Nashville SC,1-1,Gol de campo,Pie izquierdo,Major League Soccer,10,11,
828,13-04-2024,Sporting Kansas City,2-3,Inter Miami CF,1-2,Gol de campo,Pie izquierdo,Major League Soccer,10,51,
827,06-04-2024,Inter Miami CF,2-2,Colorado Rapids,1-1,Gol de campo,Pie izquierdo,Major League Soccer,10,58,
826,13-03-2024,Inter Miami CF,3-1,Nashville SC,2-0,Gol de campo,Pie izquierdo,NAMConcacaf Champions Cup,10,23,
825,07-03-2024,Nashville SC,2-2,Inter Miami CF,2-1,Gol de campo,Pie izquierdo,NAMConcacaf Champions Cup,10,52,
824,02-03-2024,Inter Miami CF,5-0,Orlando City,5-0,Gol de campo,Cabeza,Major League Soccer,10,62,
823,02-03-2024,Inter Miami CF,5-0,Orlando City,4-0,Rebote,Pecho,Major League Soccer,10,57,
822,25-02-2024,Los Angeles Galaxy,1-1,Inter Miami CF,1-1,Gol de campo,Pie izquierdo,Major League Soccer,10,90+2,
821,17-10-2023,Peru,0-2,Argentina,0-2,Gol de campo,Pie izquierdo,Eliminatorias Mundial 2026,10,42,
820,17-10-2023,Peru,0-2,Argentina,0-1,Gol de campo,Pie izquierdo,Eliminatorias Mundial 2026,10,32,
819,07-09-2023,Argentina,1-0,Ecuador,1-0,Tiro libre,Pie izquierdo,Eliminatorias Mundial 2026,10,78,
818,26-08-2023,New York Red Bulls,0-2,Inter Miami CF,0-2,Gol de campo,Pie izquierdo,Major League Soccer,10,89,
817,20-08-2023,Nashville SC,1-1,Inter Miami CF,0-1,Gol de campo,Pie izquierdo,NAMLeagues Cup,10,23,
816,15-08-2023,Philadelphia Union,1-4,Inter Miami CF,0-2,Gol de campo,Pie izquierdo,NAMLeagues Cup,10,20,
815,11-08-2023,Inter Miami CF,4-0,Charlotte FC,4-0,Gol de campo,Pie izquierdo,NAMLeagues Cup,10,86,
814,06-08-2023,FC Dallas,4-4,Inter Miami CF,4-4,Tiro libre,Pie izquierdo,NAMLeagues Cup,10,85,
813,06-08-2023,FC Dallas,4-4,Inter Miami CF,0-1,Gol de campo,Pie izquierdo,NAMLeagues Cup,10,6,
812,02-08-2023,Inter Miami CF,3-1,Orlando City,3-1,Gol de campo,Pie derecho,NAMLeagues Cup,10,72,
811,02-08-2023,Inter Miami CF,3-1,Orlando City,1-0,Gol de campo,Pie izquierdo,NAMLeagues Cup,10,7,
810,25-07-2023,Inter Miami CF,4-0,Atlanta United FC,2-0,Gol de campo,Pie derecho,NAMLeagues Cup,10,22,
809,25-07-2023,Inter Miami CF,4-0,Atlanta United FC,1-0,Rebote,Pie derecho,NAMLeagues Cup,10,8,
808,22-07-2023,Cruz Azul,1-2,Inter Miami CF,1-2,Tiro libre,Pie izquierdo,NAMLeagues Cup,10,90+4,
807,15-06-2023,Argentina,2-0,Australia,1-0,Gol de campo,Pie izquierdo,Amistoso Internacional,10,2,
806,27-05-2023,RC Strasbourg Alsace,1-1,Paris Saint-Germain,0-1,Gol de campo,Pie izquierdo,PRMLigue 1,30,59,
805,15-04-2023,Paris Saint-Germain,3-1,RC Lens,3-0,Gol de campo,Pie izquierdo,PRMLigue 1,30,40,
804,08-04-2023,OGC Nice,0-2,Paris Saint-Germain,0-1,Gol de campo,Pie izquierdo,PRMLigue 1,30,26,
803,28-03-2023,Argentina,7-0,Curaçao,5-0,Gol de campo,Pie izquierdo,Amistoso Internacional,10,37,
802,28-03-2023,Argentina,7-0,Curaçao,3-0,Gol de campo,Pie izquierdo,Amistoso Internacional,10,33,
801,28-03-2023,Argentina,7-0,Curaçao,1-0,Gol de campo,Pie derecho,Amistoso Internacional,10,20,
800,24-03-2023,Argentina,2-0,Panama,2-0,Tiro libre,Pie izquierdo,Amistoso Internacional,10,89,
799,04-03-2023,Paris Saint-Germain,4-2,FC Nantes,1-0,Gol de campo,Pie izquierdo,PRMLigue 1,30,12,
798,26-02-2023,Olympique Marseille,0-3,Paris Saint-Germain,0-2,Gol de campo,Pie derecho,PRMLigue 1,30,29,
797,19-02-2023,Paris Saint-Germain,4-3,Lille OSC,4-3,Tiro libre,Pie izquierdo,PRMLigue 1,30,90+4,
796,04-02-2023,Paris Saint-Germain,2-1,Toulouse FC,2-1,Gol de campo,Pie izquierdo,PRMLigue 1,30,58,
795,01-02-2023,Montpellier Hérault SC,1-3,Paris Saint-Germain,0-2,Gol de campo,Pie izquierdo,PRMLigue 1,30,72,
794,11-01-2023,Paris Saint-Germain,2-0,Angers SCO,2-0,Gol de campo,Pie derecho,PRMLigue 1,30,72,
793,18-12-2022,Argentina,3-3,France,1-0,Penal,Pie izquierdo,WCPWorld Cup 2022,10,23,
792,18-12-2022,Argentina,3-3,France,3-2,Rebote,Pie derecho,WCPWorld Cup 2022,10,109,
791,13-12-2022,Argentina,3-0,Croatia,1-0,Penal,Pie izquierdo,WCPWorld Cup 2022,10,34,
790,09-12-2022,Netherlands,2-2,Argentina,0-2,Penal,Pie izquierdo,WCPWorld Cup 2022,10,73,
789,03-12-2022,Argentina,2-1,Australia,1-0,Gol de campo,Pie izquierdo,WCPWorld Cup 2022,10,35,
788,26-11-2022,Argentina,2-0,Mexico,1-0,Gol de campo,Pie izquierdo,WCPWorld Cup 2022,10,64,
787,22-11-2022,Argentina,1-2,Saudi Arabia,1-0,Penal,Pie izquierdo,WCPWorld Cup 2022,10,10,
786,16-11-2022,United Arab Emirates,0-5,Argentina,0-4,Gol de campo,Pie derecho,Amistoso Internacional,10,44,
785,29-10-2022,Paris Saint-Germain,4-3,ES Troyes AC,2-2,Gol de campo,Pie izquierdo,PRMLigue 1,30,55,
784,25-10-2022,Paris Saint-Germain,7-2,Maccabi Haifa,4-1,Gol de campo,Pie izquierdo,UEFA Champions League,30,44,
783,25-10-2022,Paris Saint-Germain,7-2,Maccabi Haifa,1-0,Gol de campo,Pie izquierdo,UEFA Champions League,30,19,
782,21-10-2022,AC Ajaccio,0-3,Paris Saint-Germain,0-2,Gol de campo,Pie izquierdo,PRMLigue 1,30,78,
781,05-10-2022,Benfica,1-1,Paris Saint-Germain,0-1,Gol de campo,Pie izquierdo,UEFA Champions League,30,22,
780,01-10-2022,Paris Saint-Germain,2-1,OGC Nice,1-0,Tiro libre,Pie izquierdo,PRMLigue 1,30,29,
779,27-09-2022,Argentina,3-0,Jamaica,3-0,Tiro libre,Pie izquierdo,Amistoso Internacional,10,89,
778,27-09-2022,Argentina,3-0,Jamaica,2-0,Gol de campo,Pie izquierdo,Amistoso Internacional,10,87,
777,23-09-2022,Argentina,3-0,Honduras,3-0,Gol de campo,Pie izquierdo,Amistoso Internacional,10,69,
776,23-09-2022,Argentina,3-0,Honduras,2-0,Penal,Pie izquierdo,Amistoso Internacional,10,45+2,
775,18-09-2022,Olympique Lyonnais,0-1,Paris Saint-Germain,0-1,Gol de campo,Pie izquierdo,PRMLigue 1,30,5,
774,14-09-2022,Maccabi Haifa,1-3,Paris Saint-Germain,1-1,Rebote,Pie izquierdo,UEFA Champions League,30,37,
773,21-08-2022,Lille OSC,1-7,Paris Saint-Germain,0-2,Gol de campo,Pie derecho,PRMLigue 1,30,28,
772,06-08-2022,Clermont Foot 63,0-5,Paris Saint-Germain,0-5,Gol de campo,Pie izquierdo,PRMLigue 1,30,86,
771,06-08-2022,Clermont Foot 63,0-5,Paris Saint-Germain,0-4,Gol de campo,Pie izquierdo,PRMLigue 1,30,80,
770,31-07-2022,Paris Saint-Germain,4-0,FC Nantes,1-0,Gol de campo,Pie derecho,SUPTrophée des Champions,30,22,
769,05-06-2022,Argentina,5-0,Estonia,5-0,Rebote,Pie izquierdo,Amistoso Internacional,10,76,
768,05-06-2022,Argentina,5-0,Estonia,4-0,Gol de campo,Pie derecho,Amistoso Internacional,10,71,
767,05-06-2022,Argentina,5-0,Estonia,3-0,Gol de campo,Pie izquierdo,Amistoso Internacional,10,47,
766,05-06-2022,Argentina,5-0,Estonia,2-0,Gol de campo,Pie izquierdo,Amistoso Internacional,10,45,
765,05-06-2022,Argentina,5-0,Estonia,1-0,Penal,Pie izquierdo,Amistoso Internacional,10,8,
764,14-05-2022,Montpellier Hérault SC,0-4,Paris Saint-Germain,0-2,Gol de campo,Pie izquierdo,PRMLigue 1,30,20,
763,14-05-2022,Montpellier Hérault SC,0-4,Paris Saint-Germain,0-1,Gol de campo,Pie izquierdo,PRMLigue 1,30,6,
762,23-04-2022,Paris Saint-Germain,1-1,RC Lens,1-0,Gol de campo,Pie izquierdo,PRMLigue 1,30,68,
761,03-04-2022,Paris Saint-Germain,5-1,FC Lorient,4-1,Gol de campo,Pie izquierdo,PRMLigue 1,30,73,
760,26-03-2022,Argentina,3-0,Venezuela,3-0,Gol de campo,Pie derecho,WCQWorld Cup 2022 Qualification,10,82,
759,06-02-2022,Lille OSC,1-5,Paris Saint-Germain,1-3,Gol de campo,Pie izquierdo,PRMLigue 1,30,38,
758,07-12-2021,Paris Saint-Germain,4-1,Club Brugge,4-1,Penal,Pie izquierdo,UEFA Champions League,30,76,
757,07-12-2021,Paris Saint-Germain,4-1,Club Brugge,3-0,Gol de campo,Pie izquierdo,UEFA Champions League,30,38,
756,20-11-2021,Paris Saint-Germain,3-1,FC Nantes,3-1,Gol de campo,Pie izquierdo,PRMLigue 1,30,87,
755,19-10-2021,Paris Saint-Germain,3-2,RB Leipzig,3-2,Penal,Pie izquierdo,UEFA Champions League,30,74,
754,19-10-2021,Paris Saint-Germain,3-2,RB Leipzig,2-2,Rebote,Pie izquierdo,UEFA Champions League,30,67,
753,10-10-2021,Argentina,3-0,Uruguay,1-0,Gol de campo,Pie izquierdo,WCQWorld Cup 2022 Qualification,10,38,
752,28-09-2021,Paris Saint-Germain,2-0,Manchester City,2-0,Gol de campo,Pie izquierdo,UEFA Champions League,30,74,
751,09-09-2021,Argentina,3-0,Bolivia,3-0,Rebote,Pie izquierdo,WCQWorld Cup 2022 Qualification,10,88,
750,09-09-2021,Argentina,3-0,Bolivia,2-0,Gol de campo,Pie derecho,WCQWorld Cup 2022 Qualification,10,64,
749,09-09-2021,Argentina,3-0,Bolivia,1-0,Gol de campo,Pie izquierdo,WCQWorld Cup 2022 Qualification,10,14,
748,03-07-2021,Argentina,3-0,Ecuador,3-0,Tiro libre,Pie izquierdo,CPACopa América 2021,10,90+3,
747,28-06-2021,Bolivia,1-4,Argentina,0-3,Gol de campo,Pie izquierdo,CPACopa América 2021,10,42,
746,28-06-2021,Bolivia,1-4,Argentina,0-2,Penal,Pie izquierdo,CPACopa América 2021,10,33,
745,14-06-2021,Argentina,1-1,Chile,1-0,Tiro libre,Pie izquierdo,CPACopa América 2021,10,33,
744,04-06-2021,Argentina,1-1,Chile,1-0,Penal,Pie izquierdo,WCQWorld Cup 2022 Qualification,10,23,
743,16-05-2021,FC Barcelona,1-2,Celta de Vigo,1-0,Gol de campo,Cabeza,La Liga,10,28,
742,11-05-2021,Levante,3-3,FC Barcelona,0-1,Gol de campo,Pie izquierdo,La Liga,10,25,
741,02-05-2021,Valencia,2-3,FC Barcelona,1-3,Tiro libre,Pie izquierdo,La Liga,10,69,
740,02-05-2021,Valencia,2-3,FC Barcelona,1-1,Rebote,Pie izquierdo,La Liga,10,57,
739,29-04-2021,FC Barcelona,1-2,Granada,1-0,Gol de campo,Pie izquierdo,La Liga,10,23,
738,22-04-2021,FC Barcelona,5-2,Getafe,3-1,Rebote,Pie izquierdo,La Liga,10,33,
737,22-04-2021,FC Barcelona,5-2,Getafe,1-0,Gol de campo,Pie izquierdo,La Liga,10,8,
736,17-04-2021,Athletic de Bilbao,0-4,FC Barcelona,0-4,Gol de campo,Pie izquierdo,Copa del Rey,10,72,
735,17-04-2021,Athletic de Bilbao,0-4,FC Barcelona,0-3,Gol de campo,Pie izquierdo,Copa del Rey,10,68,
734,21-03-2021,Real Sociedad,1-6,FC Barcelona,1-6,Gol de campo,Pie izquierdo,La Liga,10,89,
733,21-03-2021,Real Sociedad,1-6,FC Barcelona,0-4,Gol de campo,Pie izquierdo,La Liga,10,57,
732,15-03-2021,FC Barcelona,4-1,Huesca,4-1,Gol de campo,Pie izquierdo,La Liga,10,90,
731,15-03-2021,FC Barcelona,4-1,Huesca,1-0,Gol de campo,Pie izquierdo,La Liga,10,13,
730,10-03-2021,Paris Saint-Germain,1-1,FC Barcelona,1-1,Gol de campo,Pie izquierdo,UEFA Champions League,10,37,
729,27-02-2021,Sevilla,0-2,FC Barcelona,0-2,Rebote,Pie derecho,La Liga,10,85,
728,24-02-2021,FC Barcelona,3-0,Elche,2-0,Gol de campo,Pie izquierdo,La Liga,10,68,
727,24-02-2021,FC Barcelona,3-0,Elche,1-0,Gol de campo,Pie izquierdo,La Liga,10,48,
726,21-02-2021,FC Barcelona,1-1,Cádiz,1-0,Penal,Pie izquierdo,La Liga,10,32,
725,16-02-2021,FC Barcelona,1-4,Paris Saint-Germain,1-0,Penal,Pie izquierdo,UEFA Champions League,10,28,
724,13-02-2021,FC Barcelona,5-1,Alavés,4-1,Gol de campo,Pie izquierdo,La Liga,10,75,
723,13-02-2021,FC Barcelona,5-1,Alavés,2-0,Gol de campo,Pie izquierdo,La Liga,10,45+1,
722,07-02-2021,Real Betis,2-3,FC Barcelona,1-1,Gol de campo,Pie izquierdo,La Liga,10,60,
721,31-01-2021,FC Barcelona,2-1,Athletic de Bilbao,1-0,Tiro libre,Pie izquierdo,La Liga,10,20,
720,27-01-2021,Rayo Vallecano,1-2,FC Barcelona,1-1,Gol de campo,Pie izquierdo,Copa del Rey,10,70,
719,09-01-2021,Granada,0-4,FC Barcelona,0-3,Tiro libre,Pie izquierdo,La Liga,10,42,
718,09-01-2021,Granada,0-4,FC Barcelona,0-2,Gol de campo,Pie izquierdo,La Liga,10,35,
717,06-01-2021,Athletic de Bilbao,2-3,FC Barcelona,1-3,Gol de campo,Pie izquierdo,La Liga,10,62,
716,06-01-2021,Athletic de Bilbao,2-3,FC Barcelona,1-2,Gol de campo,Pie izquierdo,La Liga,10,38,
715,22-12-2020,Real Valladolid,0-3,FC Barcelona,0-3,Gol de campo,Pie izquierdo,La Liga,10,65,
714,19-12-2020,FC Barcelona,2-2,Valencia,1-1,Gol de campo,Cabeza,La Liga,10,45+4,
713,13-12-2020,FC Barcelona,1-0,Levante,1-0,Gol de campo,Pie izquierdo,La Liga,10,76,
712,29-11-2020,FC Barcelona,4-0,Osasuna,4-0,Gol de campo,Pie izquierdo,La Liga,10,73,
711,07-11-2020,FC Barcelona,5-2,Real Betis,4-2,Gol de campo,Pie izquierdo,La Liga,10,82,
710,07-11-2020,FC Barcelona,5-2,Real Betis,3-1,Penal,Pie izquierdo,La Liga,10,61,
709,04-11-2020,FC Barcelona,2-1,Dynamo Kyiv,1-0,Penal,Pie izquierdo,UEFA Champions League,10,5,
708,28-10-2020,Juventus,0-2,FC Barcelona,0-2,Penal,Pie izquierdo,UEFA Champions League,10,90+1,
707,20-10-2020,FC Barcelona,5-1,Ferencváros,1-0,Penal,Pie izquierdo,UEFA Champions League,10,27,
706,09-10-2020,Argentina,1-0,Ecuador,1-0,Penal,Pie izquierdo,WCQWorld Cup 2022 Qualification,10,13,
705,27-09-2020,FC Barcelona,4-0,Villarreal,3-0,Penal,Pie izquierdo,La Liga,10,35,
704,08-08-2020,FC Barcelona,3-1,Napoli,2-0,Rebote,Pie izquierdo,UEFA Champions League,10,23,
703,19-07-2020,Alavés,0-5,FC Barcelona,0-5,Gol de campo,Pie izquierdo,La Liga,10,75,
702,19-07-2020,Alavés,0-5,FC Barcelona,0-2,Gol de campo,Pie izquierdo,La Liga,10,34,
701,16-07-2020,FC Barcelona,1-2,Osasuna,1-1,Tiro libre,Pie izquierdo,La Liga,10,62,
700,30-06-2020,FC Barcelona,2-2,Atlético Madrid,2-1,Penal,Pie izquierdo,La Liga,10,50,
699,16-06-2020,FC Barcelona,2-0,Leganés,2-0,Penal,Pie izquierdo,La Liga,10,69,
698,13-06-2020,Real Mallorca,0-4,FC Barcelona,0-4,Gol de campo,Pie derecho,La Liga,10,90+3,
697,07-03-2020,FC Barcelona,1-0,Real Sociedad,1-0,Penal,Pie izquierdo,La Liga,10,81,
696,22-02-2020,FC Barcelona,5-0,Eibar,4-0,Rebote,Pie izquierdo,La Liga,10,87,
695,22-02-2020,FC Barcelona,5-0,Eibar,3-0,Rebote,Pie izquierdo,La Liga,10,40,
694,22-02-2020,FC Barcelona,5-0,Eibar,2-0,Gol de campo,Pie izquierdo,La Liga,10,37,
693,22-02-2020,FC Barcelona,5-0,Eibar,1-0,Gol de campo,Pie izquierdo,La Liga,10,14,
692,30-01-2020,FC Barcelona,5-0,Leganés,5-0,Gol de campo,Pie izquierdo,Copa del Rey,10,89,
691,30-01-2020,FC Barcelona,5-0,Leganés,3-0,Gol de campo,Pie izquierdo,Copa del Rey,10,59,
